model,year,odometer,price,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,driveType,state
Model S,2020,33368.0,51500,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",791.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,56931.0,51800,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,"19"" Tempest Wheels",797.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,MD
Model S,2020,34703.0,51900,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",799.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,VA
Model S,2020,28674.0,52400,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Tempest Wheels",808.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,GA
Model S,2020,42529.0,52500,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",809.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,50881.0,53100,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,"19"" Tempest Wheels",820.0,95403,Black and White Premium Interior with Dark Ash Wood D̩cor,All-Wheel Drive,NC
Model S,2020,22417.0,53700,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Silver Wheels",831.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2020,40479.0,53700,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",831.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2020,20180.0,53700,Autopilot,Previously Repaired,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",831.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,NJ
Model S,2020,28579.0,54000,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",836.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,38650.0,54100,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Tempest Wheels",838.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,NJ
Model S,2020,20260.0,54400,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Tempest Wheels",844.0,95403,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,GA
Model S,2020,21684.0,54400,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",844.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,32577.0,55400,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",862.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,GA
Model S,2020,30505.0,55600,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",865.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2020,29418.0,55700,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",867.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MD
Model S,2020,15604.0,55800,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",869.0,95403,Black and White Premium Interior with Dark Ash Wood D̩cor,All-Wheel Drive,NJ
Model S,2020,35236.0,55800,Full Self-Driving Capability,Previously Repaired,Pearl White Multi-Coat Paint,"19"" Tempest Wheels",869.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2020,18720.0,56000,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",872.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,CA
Model S,2020,37443.0,56400,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",880.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,CA
Model S,2020,27404.0,56500,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",881.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,13138.0,56800,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Tempest Wheels",887.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MN
Model S,2020,25297.0,56900,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Tempest Wheels",889.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2020,27702.0,57200,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",894.0,95403,Black and White Premium Interior with Dark Ash Wood D̩cor,All-Wheel Drive,GA
Model S,2020,34506.0,57900,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Tempest Wheels",907.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MD
Model S,2020,16444.0,58400,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,"19"" Tempest Wheels",915.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2020,15063.0,58700,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Tempest Wheels",921.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,14721.0,59100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",928.0,95403,Black and White Premium Interior with Dark Ash Wood D̩cor,All-Wheel Drive,NC
Model S,2020,16870.0,59600,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"19"" Tempest Wheels",937.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,NJ
Model S,2020,30024.0,59700,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Tempest Wheels",939.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,GA
Model S,2020,33215.0,60200,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",948.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,30146.0,60300,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",950.0,95403,Black and White Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2020,13149.0,61200,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"19"" Tempest Wheels",966.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,GA
Model S,2020,42094.0,62100,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Tempest Wheels",982.0,95403,Black and White Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2020,22608.0,62100,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Tempest Wheels",982.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MD
Model S,2020,23333.0,63000,Full Self-Driving Capability,Previously Repaired,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",998.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MN
Model S,2020,15242.0,63800,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Sonic Carbon Twin Turbine Wheels",1013.0,95403,Black and White Premium Interior with Dark Ash Wood D̩cor,All-Wheel Drive,NJ
Model S,2020,9644.0,64200,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",1020.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,MN
Model S,2020,22773.0,68200,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",1092.0,95403,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2021,11800.0,65200,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",1038.0,91301,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2021,17927.0,83600,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels",1369.0,91301,All Black Premium Interior with Ebony D̩cor,All-Wheel Drive,CA
Model S,2021,17964.0,84600,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels",1387.0,91301,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2021,59393.0,52200,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Tempest Wheels",804.0,91301,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,GA
Model S,2021,26281.0,58500,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"21"" Sonic Carbon Twin Turbine Wheels",917.0,91301,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2021,11800.0,65200,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",1038.0,91301,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2021,28658.0,72700,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1173.0,91301,Cream Premium Interior with Walnut D̩cor,All-Wheel Drive,MD
Model S,2021,23273.0,74600,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1207.0,91301,All Black Premium Interior with Ebony D̩cor,All-Wheel Drive,MN
Model S,2021,14754.0,78500,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Tempest Wheels",1277.0,91301,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,FL
Model S,2021,17422.0,80900,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels",1320.0,91301,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,MN
Model S,2021,10084.0,82800,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels",1354.0,91301,All Black Premium Interior with Ebony D̩cor,All-Wheel Drive,FL
Model S,2021,12435.0,86200,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels",1416.0,91301,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2021,11800.0,65200,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",1038.0,91801,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2021,17927.0,83600,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels",1369.0,91801,All Black Premium Interior with Ebony D̩cor,All-Wheel Drive,CA
Model S,2021,17964.0,84600,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels",1387.0,91801,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2021,59393.0,52200,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Tempest Wheels",804.0,91801,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,GA
Model S,2021,26281.0,58500,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"21"" Sonic Carbon Twin Turbine Wheels",917.0,91801,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2021,11800.0,65200,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",1038.0,91801,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2021,28658.0,72700,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1173.0,91801,Cream Premium Interior with Walnut D̩cor,All-Wheel Drive,MD
Model S,2021,23273.0,74600,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1207.0,91801,All Black Premium Interior with Ebony D̩cor,All-Wheel Drive,MN
Model S,2021,14754.0,78500,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Tempest Wheels",1277.0,91801,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,FL
Model S,2021,17422.0,80900,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels",1320.0,91801,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,MN
Model S,2021,10084.0,82800,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels",1354.0,91801,All Black Premium Interior with Ebony D̩cor,All-Wheel Drive,FL
Model S,2021,12435.0,86200,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels",1416.0,91801,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2021,11800.0,65200,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",1038.0,93311,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2021,17927.0,83600,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels",1369.0,93311,All Black Premium Interior with Ebony D̩cor,All-Wheel Drive,CA
Model S,2021,17964.0,84600,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels",1387.0,93311,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2021,59393.0,52200,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Tempest Wheels",804.0,93311,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,GA
Model S,2021,26281.0,58500,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"21"" Sonic Carbon Twin Turbine Wheels",917.0,93311,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2021,11800.0,65200,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",1038.0,93311,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2021,28658.0,72700,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1173.0,93311,Cream Premium Interior with Walnut D̩cor,All-Wheel Drive,MD
Model S,2021,23273.0,74600,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1207.0,93311,All Black Premium Interior with Ebony D̩cor,All-Wheel Drive,MN
Model S,2021,14754.0,78500,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Tempest Wheels",1277.0,93311,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,FL
Model S,2021,17422.0,80900,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels",1320.0,93311,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,MN
Model S,2021,10084.0,82800,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels",1354.0,93311,All Black Premium Interior with Ebony D̩cor,All-Wheel Drive,FL
Model S,2021,12435.0,86200,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels",1416.0,93311,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2021,11800.0,65200,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",1038.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2021,59393.0,52200,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Tempest Wheels",804.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,GA
Model S,2021,26281.0,58500,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"21"" Sonic Carbon Twin Turbine Wheels",917.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2021,28658.0,72700,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1173.0,95403,Cream Premium Interior with Walnut D̩cor,All-Wheel Drive,MD
Model S,2021,23273.0,74600,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1207.0,95403,All Black Premium Interior with Ebony D̩cor,All-Wheel Drive,MN
Model S,2021,14754.0,78500,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Tempest Wheels",1277.0,95403,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,FL
Model S,2021,17422.0,80900,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels",1320.0,95403,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,MN
Model S,2021,10084.0,82800,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels",1354.0,95403,All Black Premium Interior with Ebony D̩cor,All-Wheel Drive,CA
Model S,2021,17927.0,83600,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels",1369.0,95403,All Black Premium Interior with Ebony D̩cor,All-Wheel Drive,CA
Model S,2021,17964.0,84600,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels",1387.0,95403,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,FL
Model S,2021,12435.0,86200,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,"21"" Arachnid Wheels",1416.0,95403,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2021,21312.0,77100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1252.0,85209,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2021,21312.0,77100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1252.0,85251,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2022,21312.0,77100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1252.0,85254,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2022,21312.0,77100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1252.0,85260,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2022,21312.0,77100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1252.0,85281,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2022,21312.0,77100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1252.0,85305,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2022,21312.0,77100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1252.0,85704,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2022,21312.0,77100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1252.0,91301,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2022,21312.0,77100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1252.0,91801,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2022,21312.0,77100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1252.0,93311,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model S,2022,21312.0,77100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Arachnid Wheels",1252.0,95403,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,CA
Model X,2018,29858.0,57100,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Sonic Carbon Wheels",892.0,85209,All Black Premium Interior,All-Wheel Drive,WA
Model X,2018,33020.0,46600,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",703.0,85254,All Black Premium Interior,All-Wheel Drive,CA
Model X,2018,33382.0,46800,Autopilot,No Reported Accidents/Damage,Obsidian Black Metallic Paint,"20"" Silver Wheels",707.0,85254,All Black Premium Interior,All-Wheel Drive,NJ
Model X,2018,45395.0,47100,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",712.0,85254,All Black Premium Interior,All-Wheel Drive,CA
Model X,2018,24487.0,48600,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"20"" Silver Wheels",739.0,85254,Black Textile Interior,All-Wheel Drive,CA
Model X,2018,49895.0,49300,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"22"" Onyx Black Wheels",752.0,85254,Black and White Premium Interior,All-Wheel Drive,CA
Model X,2018,18721.0,50800,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",779.0,85254,Cream Premium Interior,All-Wheel Drive,NJ
Model X,2018,41895.0,51700,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Sonic Carbon Wheels",795.0,85254,Cream Premium Interior,All-Wheel Drive,VA
Model X,2018,29668.0,52400,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",808.0,85254,Cream Premium Interior,All-Wheel Drive,FL
Model X,2018,27927.0,58300,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",914.0,85254,Black and White Premium Interior,All-Wheel Drive,MD
Model X,2018,88123.0,44100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",658.0,85254,Cream Premium Interior,All-Wheel Drive,GA
Model X,2018,61874.0,47500,Enhanced Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Sonic Carbon Wheels",719.0,85254,Black and White Premium Interior,All-Wheel Drive,CA
Model X,2018,44067.0,56900,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"22"" Onyx Black Wheels",889.0,85254,Black and White Premium Interior,All-Wheel Drive,FL
Model X,2018,57890.0,41200,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Silver Wheels",606.0,85254,Black and White Premium Interior,All-Wheel Drive,IL
Model X,2018,59222.0,48800,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",743.0,85254,Black and White Premium Interior,All-Wheel Drive,NJ
Model X,2018,44208.0,56500,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",881.0,85254,All Black Premium Interior,All-Wheel Drive,MD
Model X,2018,29858.0,57100,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Sonic Carbon Wheels",892.0,85254,All Black Premium Interior,All-Wheel Drive,WA
Model X,2018,57890.0,41200,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Silver Wheels",606.0,85305,Black and White Premium Interior,All-Wheel Drive,IL
Model X,2018,59222.0,48800,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",743.0,85305,Black and White Premium Interior,All-Wheel Drive,NJ
Model X,2018,44208.0,56500,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",881.0,85305,All Black Premium Interior,All-Wheel Drive,MD
Model X,2018,29858.0,57100,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Sonic Carbon Wheels",892.0,85305,All Black Premium Interior,All-Wheel Drive,WA
Model X,2018,33020.0,46600,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",703.0,85305,All Black Premium Interior,All-Wheel Drive,CA
Model X,2018,33382.0,46800,Autopilot,No Reported Accidents/Damage,Obsidian Black Metallic Paint,"20"" Silver Wheels",707.0,85305,All Black Premium Interior,All-Wheel Drive,NJ
Model X,2018,45395.0,47100,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",712.0,85305,All Black Premium Interior,All-Wheel Drive,CA
Model X,2018,24487.0,48600,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"20"" Silver Wheels",739.0,85305,Black Textile Interior,All-Wheel Drive,CA
Model X,2018,49895.0,49300,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"22"" Onyx Black Wheels",752.0,85305,Black and White Premium Interior,All-Wheel Drive,CA
Model X,2018,18721.0,50800,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",779.0,85305,Cream Premium Interior,All-Wheel Drive,NJ
Model X,2018,41895.0,51700,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Sonic Carbon Wheels",795.0,85305,Cream Premium Interior,All-Wheel Drive,VA
Model X,2018,29668.0,52400,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",808.0,85305,Cream Premium Interior,All-Wheel Drive,FL
Model X,2018,27927.0,58300,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",914.0,85305,Black and White Premium Interior,All-Wheel Drive,MD
Model X,2018,88123.0,44100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",658.0,85305,Cream Premium Interior,All-Wheel Drive,GA
Model X,2018,61874.0,47500,Enhanced Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Sonic Carbon Wheels",719.0,85305,Black and White Premium Interior,All-Wheel Drive,CA
Model X,2018,44067.0,56900,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"22"" Onyx Black Wheels",889.0,85305,Black and White Premium Interior,All-Wheel Drive,FL
