model,year,odometer,price,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,driveType,state
Model S,2018,36438.0,53300,Autopilot,Previously Repaired,Red Multi-Coat Paint,"19"" Silver Slipstream Wheels",824.0,85209,Cream Premium Interior,All-Wheel Drive,CA
Model S,2018,30180.0,59200,Previously Repaired,30-Day Premium Connectivity Trial,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",930.0,85209,Black Premium Interior,All-Wheel Drive,CA
Model S,2018,95696.0,36100,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",514.0,85209,Black Premium Interior,All-Wheel Drive,AZ
Model S,2018,36438.0,53300,Autopilot,Previously Repaired,Red Multi-Coat Paint,"19"" Silver Slipstream Wheels",824.0,85251,Cream Premium Interior,All-Wheel Drive,CA
Model S,2018,30180.0,59200,Previously Repaired,30-Day Premium Connectivity Trial,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",930.0,85251,Black Premium Interior,All-Wheel Drive,CA
Model S,2018,95696.0,36100,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",514.0,85251,Black Premium Interior,All-Wheel Drive,AZ
Model S,2018,95696.0,36100,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",514.0,85254,Black Premium Interior,All-Wheel Drive,AZ
Model S,2018,95696.0,36100,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",514.0,85260,Black Premium Interior,All-Wheel Drive,AZ
Model S,2018,95696.0,36100,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",514.0,85281,Black Premium Interior,All-Wheel Drive,AZ
Model S,2018,95696.0,36100,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",514.0,85305,Black Premium Interior,All-Wheel Drive,AZ
Model S,2018,95696.0,36100,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",514.0,85704,Black Premium Interior,All-Wheel Drive,AZ
Model S,2018,36438.0,53300,Autopilot,Previously Repaired,Red Multi-Coat Paint,"19"" Silver Slipstream Wheels",824.0,91801,Cream Premium Interior,All-Wheel Drive,CA
Model S,2018,30180.0,59200,Previously Repaired,30-Day Premium Connectivity Trial,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",930.0,91801,Black Premium Interior,All-Wheel Drive,CA
Model S,2018,62440.0,34900,Enhanced Autopilot,No Reported Accidents/Damage,Obsidian Black Metallic Paint,"19"" Silver Slipstream Wheels",493.0,93311,Cream Premium Interior,All-Wheel Drive,IL
Model S,2018,78029.0,35800,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"19"" Silver Slipstream Wheels",509.0,93311,Cream Premium Interior,All-Wheel Drive,IL
Model S,2018,95696.0,36100,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",514.0,93311,Black Premium Interior,All-Wheel Drive,AZ
Model S,2018,56287.0,36800,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",527.0,93311,Cream Premium Interior,All-Wheel Drive,FL
Model S,2018,65548.0,37500,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Silver Slipstream Wheels",540.0,93311,Cream Premium Interior,All-Wheel Drive,FL
Model S,2018,50142.0,37900,Autopilot,Previously Repaired,Red Multi-Coat Paint,"19"" Silver Slipstream Wheels",547.0,93311,Black and White Premium Interior,All-Wheel Drive,FL
Model S,2018,36197.0,38100,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Silver Slipstream Wheels",550.0,93311,All Black Premium Interior,All-Wheel Drive,MD
Model S,2018,57440.0,38200,Enhanced Autopilot,No Reported Accidents/Damage,Obsidian Black Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",552.0,93311,All Black Premium Interior,All-Wheel Drive,WA
Model S,2018,61745.0,38500,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Silver Slipstream Wheels",558.0,93311,All Black Premium Interior,All-Wheel Drive,MD
Model S,2018,32523.0,38500,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Silver Slipstream Wheels",558.0,93311,Black Premium Interior,All-Wheel Drive,WA
Model S,2018,29461.0,40400,Enhanced Autopilot,Previously Repaired,Silver Metallic Paint,"19"" Silver Slipstream Wheels",592.0,93311,All Black Premium Interior,All-Wheel Drive,MD
Model S,2018,46116.0,40500,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",594.0,93311,All Black Premium Interior,All-Wheel Drive,MD
Model S,2018,47668.0,41200,Enhanced Autopilot,Previously Repaired,Silver Metallic Paint,"19"" Silver Slipstream Wheels",606.0,93311,Black Textile Interior,All-Wheel Drive,MD
Model S,2018,38966.0,42000,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Silver Slipstream Wheels",621.0,93311,All Black Premium Interior,All-Wheel Drive,NJ
Model S,2018,40811.0,42700,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Silver Slipstream Wheels",633.0,93311,Cream Premium Interior,All-Wheel Drive,MD
Model S,2018,31239.0,42900,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Silver Slipstream Wheels",637.0,93311,Black Premium Interior,All-Wheel Drive,GA
Model S,2018,31240.0,44100,Enhanced Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Silver Slipstream Wheels",658.0,93311,All Black Premium Interior,All-Wheel Drive,TN
Model S,2018,66754.0,45000,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"19"" Silver Slipstream Wheels",674.0,93311,All Black Premium Interior,All-Wheel Drive,MN
Model S,2018,26886.0,47500,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"19"" Silver Slipstream Wheels",719.0,93311,All Black Premium Interior,All-Wheel Drive,VA
Model S,2018,48618.0,48800,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheel",743.0,93311,All Black Premium Interior,All-Wheel Drive,FL
Model S,2018,46081.0,53000,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",818.0,93311,Cream Premium Interior,All-Wheel Drive,MA
Model S,2018,36438.0,53300,Autopilot,Previously Repaired,Red Multi-Coat Paint,"19"" Silver Slipstream Wheels",824.0,93311,Cream Premium Interior,All-Wheel Drive,CA
Model S,2018,30180.0,59200,Previously Repaired,30-Day Premium Connectivity Trial,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",930.0,93311,Black Premium Interior,All-Wheel Drive,CA
Model S,2018,36438.0,53300,Autopilot,Previously Repaired,Red Multi-Coat Paint,"19"" Silver Slipstream Wheels",824.0,95403,Cream Premium Interior,All-Wheel Drive,CA
Model S,2018,30180.0,59200,Previously Repaired,30-Day Premium Connectivity Trial,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",930.0,95403,Black Premium Interior,All-Wheel Drive,CA
Model S,2019,63298.0,40400,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Silver Wheels",592.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2019,81419.0,42400,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",628.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2019,46841.0,43300,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Sonic Carbon Slipstream Wheels",644.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2019,38244.0,46100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",694.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MD
Model S,2019,13821.0,47100,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",712.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,TN
Model S,2019,40551.0,48100,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"19"" Silver Wheels",730.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MN
Model S,2019,22055.0,51500,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",791.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2019,63298.0,40400,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Silver Wheels",592.0,85251,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2019,81419.0,42400,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",628.0,85251,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2019,46841.0,43300,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Sonic Carbon Slipstream Wheels",644.0,85251,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2019,38244.0,46100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",694.0,85251,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MD
Model S,2019,13821.0,47100,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",712.0,85251,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,TN
Model S,2019,40551.0,48100,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"19"" Silver Wheels",730.0,85251,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MN
Model S,2019,22055.0,51500,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",791.0,85251,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2019,63298.0,40400,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Silver Wheels",592.0,85254,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2019,81419.0,42400,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",628.0,85254,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2019,46841.0,43300,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Sonic Carbon Slipstream Wheels",644.0,85254,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2019,38244.0,46100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",694.0,85254,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MD
Model S,2019,13821.0,47100,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",712.0,85254,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,TN
Model S,2019,40551.0,48100,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"19"" Silver Wheels",730.0,85254,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MN
Model S,2019,22055.0,51500,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",791.0,85254,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2019,46841.0,40400,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Silver Wheels",592.0,85260,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2019,22055.0,42400,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",628.0,85260,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2019,81419.0,43300,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Sonic Carbon Slipstream Wheels",644.0,85260,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2019,13821.0,46100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",694.0,85260,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MD
Model S,2019,63298.0,47100,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",712.0,85260,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,TN
Model S,2019,38244.0,48100,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"19"" Silver Wheels",730.0,85260,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MN
Model S,2019,40551.0,51500,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",791.0,85260,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2019,63298.0,40400,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Silver Wheels",592.0,85305,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2019,81419.0,42400,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",628.0,85305,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2019,46841.0,43300,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Sonic Carbon Slipstream Wheels",644.0,85305,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2019,38244.0,46100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",694.0,85305,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MD
Model S,2019,13821.0,47100,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",712.0,85305,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,TN
Model S,2019,40551.0,48100,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"19"" Silver Wheels",730.0,85305,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MN
Model S,2019,22055.0,51500,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",791.0,85305,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2019,63298.0,40400,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Silver Wheels",592.0,85704,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2019,81419.0,42400,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",628.0,85704,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2019,46841.0,43300,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Sonic Carbon Slipstream Wheels",644.0,85704,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2019,38244.0,46100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",694.0,85704,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MD
Model S,2019,13821.0,47100,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",712.0,85704,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,TN
Model S,2019,40551.0,48100,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"19"" Silver Wheels",730.0,85704,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MN
Model S,2019,22055.0,51500,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",791.0,85704,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2019,63298.0,40400,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Silver Wheels",592.0,91801,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2019,81419.0,42400,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",628.0,91801,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2019,46841.0,43300,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Sonic Carbon Slipstream Wheels",644.0,91801,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2019,38244.0,46100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",694.0,91801,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MD
Model S,2019,13821.0,47100,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",712.0,91801,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,TN
Model S,2019,40551.0,48100,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"19"" Silver Wheels",730.0,91801,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MN
Model S,2019,22055.0,51500,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",791.0,91801,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2019,63298.0,40400,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Silver Wheels",592.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2019,81419.0,42400,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",628.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2019,46841.0,43300,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Sonic Carbon Slipstream Wheels",644.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2019,38244.0,46100,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",694.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MD
Model S,2019,13821.0,47100,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",712.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,TN
Model S,2019,40551.0,48100,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"19"" Silver Wheels",730.0,95403,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MN
Model S,2019,22055.0,51500,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Silver Wheels",791.0,95403,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,41391.0,47300,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Tempest Wheels",716.0,85209,Black and White Premium Interior with Dark Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,36925.0,53100,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Tempest Wheels",820.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,16994.0,58800,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",923.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,CA
Model S,2020,45284.0,47200,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",714.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,MA
Model S,2020,60507.0,48200,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",732.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2020,27828.0,49400,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Tempest Wheels",754.0,85209,Black and White Premium Interior with Dark Ash Wood D̩cor,All-Wheel Drive,MN
Model S,2020,25082.0,49700,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",759.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2020,32822.0,49900,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",763.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2020,25039.0,50300,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Tempest Wheels",770.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2020,38783.0,50400,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Tempest Wheels",772.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2020,19821.0,50500,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",773.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,MD
Model S,2020,29199.0,50700,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",777.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2020,47056.0,51100,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",784.0,85209,Black and White Premium Interior with Dark Ash Wood D̩cor,All-Wheel Drive,NC
Model S,2020,28249.0,51500,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Silver Wheels",791.0,85209,Black and White Premium Interior with Dark Ash Wood D̩cor,All-Wheel Drive,MN
Model S,2020,33368.0,51500,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",791.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,56931.0,51800,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,"19"" Tempest Wheels",797.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,MD
Model S,2020,34703.0,51900,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",799.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,VA
Model S,2020,28674.0,52400,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Tempest Wheels",808.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,GA
Model S,2020,42529.0,52500,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",809.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,50881.0,53100,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,"19"" Tempest Wheels",820.0,85209,Black and White Premium Interior with Dark Ash Wood D̩cor,All-Wheel Drive,NC
Model S,2020,20180.0,53700,Autopilot,Previously Repaired,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",831.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,NJ
Model S,2020,22417.0,53700,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Silver Wheels",831.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,FL
Model S,2020,40479.0,53700,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",831.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2020,28579.0,54000,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",836.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,38650.0,54100,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Tempest Wheels",838.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,NJ
Model S,2020,20260.0,54400,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Tempest Wheels",844.0,85209,All Black Premium Interior with Carbon Fiber D̩cor,All-Wheel Drive,GA
Model S,2020,21684.0,54400,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",844.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,32577.0,55400,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",862.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,GA
Model S,2020,30505.0,55600,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",865.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,IL
Model S,2020,29418.0,55700,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Tempest Wheels",867.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MD
Model S,2020,15604.0,55800,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",869.0,85209,Black and White Premium Interior with Dark Ash Wood D̩cor,All-Wheel Drive,NJ
Model S,2020,35236.0,55800,Full Self-Driving Capability,Previously Repaired,Pearl White Multi-Coat Paint,"19"" Tempest Wheels",869.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,FL
Model S,2020,18720.0,56000,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",872.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,CA
Model S,2020,37443.0,56400,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",880.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,CA
Model S,2020,27404.0,56500,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",881.0,85209,All Black Premium Interior with Figured Ash Wood D̩cor,All-Wheel Drive,CA
Model S,2020,13138.0,56800,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Tempest Wheels",887.0,85209,Cream Premium Interior with Oak Wood D̩cor,All-Wheel Drive,MN
